layout,WPM,CER,NER,numC,numIF,numF,numINF,numCancel,presented_str,input_str,timed_actions
2,0.6152754215531484,0.1111111111111111,0.7407407407407407,4,1,1,20,2,beware the ides of march,a bqee,"[0.000061,a],[1.424469, ],[24.381714,b],[38.013184,q],[47.314301,e],[48.473633,e],[64.148315,cancel],[86.274231, ],[91.970367,del],[97.517303,cancel],[108.517944,done]"
2,1.746779272874009,0.390625,0.203125,26,4,4,13,21,reading week is just about here,hello nireading week is about here,"[0.000458,cancel],[22.157440,cancel],[44.686951,h],[47.314117,cancel],[51.766754,cancel],[53.855682,cancel],[55.225372,e],[60.655365,l],[63.009460,l],[66.148865,o],[70.524170,cancel],[75.009674, ],[84.831696,cancel],[86.349945,n],[88.309326,cancel],[88.900848,cancel],[89.503235,cancel],[89.733246,i],[92.687378,cancel],[96.036743,t],[98.305634,cancel],[103.226044,o],[109.997040,del],[111.739380, ],[114.828491,cancel],[116.460968,del],[118.073212,del],[122.734528,cancel],[127.700623,cancel],[130.966125,r],[132.950439,e],[135.111816,a],[139.185089,d],[142.161499,i],[145.500122,cancel],[146.800903,cancel],[150.552643,y],[152.883240,del],[154.744690,cancel],[159.038513,cancel],[163.458771,n],[168.551239,g],[171.017151, ],[177.439209,w],[178.827271,e],[179.822968,e],[183.515869,k],[185.472595, ],[188.842682,i],[191.461548,s],[193.267151,cancel],[195.272583, ],[197.154480,a],[200.950928,b],[203.305267,o],[208.809448,u],[211.681854,t],[213.533600, ],[216.897430,cancel],[220.563263,h],[221.857056,e],[224.642883,r],[226.702942,e],[229.329224,done]"
2,3.1426890196713155,0.2826086956521739,0.0,33,3,3,0,10,try to enjoy your maternity leave,try to enjoy your maternity leave,"[0.000031,t],[3.105560,r],[5.948944,y],[7.548126,cancel],[8.898285, ],[10.861237,t],[13.220642,o],[15.808350,e],[17.810455,del],[19.049744, ],[21.366852,cancel],[23.644531,cancel],[25.668304,e],[28.737488,n],[33.491943,j],[36.291199,o],[38.718628,cancel],[41.571075,y],[43.564789, ],[46.162659,y],[48.236328,o],[51.974487,cancel],[55.447876,u],[58.589630,cancel],[60.701111,cancel],[65.481445,r],[67.443085, ],[70.906067,m],[72.008881,a],[73.837860,e],[76.215576,y],[76.968353,cancel],[79.818848,del],[81.210297,del],[83.486603,t],[86.065735,e],[89.214203,r],[91.818420,n],[95.467041,cancel],[98.314728,i],[99.979584,t],[103.423248,y],[104.755707, ],[108.476685,cancel],[111.290253,l],[112.906219,e],[114.278564,a],[120.720520,v],[122.188354,e],[124.661865,done]"
2,3.1078543358073394,0.38461538461538464,0.0,24,2,2,0,13,come and see our new car,come and see our new car,"[0.000000,c],[2.161987,o],[5.504547,m],[7.619659,cancel],[8.985931,e],[12.777222, ],[14.506287,a],[17.400116,n],[20.814758,d],[23.308289, ],[25.696808,cancel],[27.757965,s],[29.487640,e],[30.375305,cancel],[31.458740, ],[33.891693,cancel],[34.986969,e],[37.842346,del],[39.588196,cancel],[41.085297,del],[42.337402,e],[44.410522, ],[46.836060,cancel],[49.211243,o],[52.409637,cancel],[54.480682,cancel],[56.587250,u],[59.443237,cancel],[61.410980,r],[63.769714, ],[66.535431,n],[67.916656,e],[71.500488,cancel],[72.837555,cancel],[74.289307,cancel],[76.841492,w],[78.068390, ],[81.853760,cancel],[84.414734,c],[86.229340,a],[88.807251,r],[90.661469,done]"
2,4.080631510525463,0.15151515151515152,0.0,28,1,1,0,4,elephants are afraid of mice,elephants are afraid of mice,"[0.000000,e],[4.137756,l],[6.254181,e],[10.575012,p],[15.010803,h],[17.061157,a],[20.965302,n],[24.053070,cancel],[25.222443,t],[27.923553, ],[30.490906,del],[32.381897,s],[33.824707, ],[35.340546,a],[39.765472,r],[41.177704,e],[42.666443, ],[43.957581,a],[46.950806,cancel],[48.669312,f],[51.112854,r],[52.227600,a],[54.763641,i],[58.217468,d],[59.561920, ],[63.312927,o],[66.400574,f],[67.739075,cancel],[68.710693, ],[71.813538,m],[73.838806,i],[76.105957,cancel],[78.345612,c],[79.399475,e],[81.258789,done]"
2,3.613717062338539,0.24444444444444444,0.0,34,3,3,0,8,tell a lie and your nose will grow,tell a lie and your nose will grow,"[0.000000,t],[1.819794,cancel],[2.812164,e],[5.963776,l],[7.660309,l],[8.831543, ],[9.975800,a],[11.341248, ],[15.201935,l],[17.144592,i],[19.079865,cancel],[20.226868,e],[21.200562, ],[22.309662,a],[24.625427,cancel],[26.191986,n],[28.650757,cancel],[30.920319,z],[32.470245,cancel],[34.022156,t],[35.487518,del],[36.966339,del],[39.677277,d],[41.896240, ],[44.697479,y],[47.333130,o],[51.089264,u],[53.385040,del],[57.051788,cancel],[60.755646,u],[64.062927,r],[66.114014, ],[69.312012,n],[72.375641,o],[75.949219,s],[78.003510,e],[79.020172, ],[81.890137,w],[83.724579,i],[87.611511,l],[89.568512,cancel],[92.445892,l],[93.464813, ],[98.265015,g],[100.628845,cancel],[102.634247,r],[105.774384,o],[109.582458,w],[111.480225,done]"
2,3.439143856244818,0.2830188679245283,0.0,38,5,5,0,10,dormitory doors are locked at midnight,dormitory doors are locked at midnight,"[0.000031,d],[2.824860,o],[5.313629,r],[8.196991,m],[10.111053,i],[13.084656,t],[15.258667,o],[18.447845,r],[20.339355, ],[22.489868,del],[23.947083,cancel],[27.266144,y],[29.319275, ],[32.753357,d],[34.445923,cancel],[35.948608,o],[37.441376,cancel],[39.553589,o],[41.940186,r],[44.530334,s],[46.570618, ],[47.710754,a],[51.214264,r],[52.326721,e],[53.400055, ],[56.900208,l],[59.832458,cancel],[61.870361,cancel],[63.304169,e],[64.485199,e],[66.527039,del],[67.423828, ],[69.018372,del],[70.186951,del],[72.169037,o],[76.037567,c],[79.176178,cancel],[82.414001,k],[84.278259,cancel],[86.038544,e],[89.721771,cancel],[92.646057,d],[93.814362, ],[95.036407,a],[96.758118,t],[98.081696, ],[101.169159,m],[103.670807,i],[106.120514,d],[109.948425,n],[112.822571,i],[115.600372,cancel],[118.245850,g],[122.231079,h],[125.553314,cancel],[126.448669,t],[127.061676,t],[129.101898,del],[130.937469,done]"
2,3.9493421064754455,0.1951219512195122,0.0,33,2,2,0,6,soon we will return from the city,soon we will return from the city,"[0.000031,cancel],[4.752136,del],[6.841309,s],[9.035126,o],[11.046112,o],[13.633423,cancel],[15.651184,n],[18.157349, ],[21.116577,w],[22.346588,e],[23.948181, ],[26.710236,w],[29.210480,i],[30.747192,cancel],[32.481293,cancel],[34.184509,cancel],[36.278259,l],[38.778717,l],[40.335449,t],[42.231903,del],[43.628326, ],[46.402771,r],[47.965424,e],[50.197266,t],[55.004791,u],[59.347809,r],[62.369293,n],[63.971039, ],[66.738037,f],[69.195068,r],[72.445953,o],[76.065430,m],[77.050568, ],[79.982208,cancel],[81.216370,t],[84.952606,h],[87.084625,e],[88.113861, ],[90.986206,c],[93.205048,i],[94.799194,t],[97.231384,y],[98.759399,done]"
2,3.966804629091451,0.14814814814814814,0.0,23,0,0,0,4,drugs should be avoided,drugs should be avoided,"[0.000031,d],[3.007141,cancel],[5.816040,r],[9.231049,u],[13.757172,g],[16.441559,s],[17.488800, ],[20.354523,s],[24.229767,h],[27.500641,o],[31.042664,u],[34.475098,l],[37.298553,d],[38.969818, ],[42.128479,b],[43.482910,e],[44.694427, ],[45.685028,a],[48.444641,cancel],[52.359497,v],[54.505676,cancel],[56.639374,o],[58.909454,i],[61.313477,d],[63.009583,cancel],[64.097992,e],[66.552307,d],[68.414490,done]"
2,3.8799527059547145,0.22580645161290322,0.0,24,1,1,0,6,that is very unfortunate,that is very unfortunate,"[0.000031,t],[4.932037,cancel],[8.086151,h],[9.178070,a],[10.548340,t],[11.809143, ],[13.708221,i],[15.984589,s],[16.778717, ],[20.519073,v],[21.923035,e],[24.771179,e],[26.405884,cancel],[28.562256,del],[31.403290,r],[34.589325,y],[35.446808, ],[38.127350,u],[41.137512,cancel],[43.486511,n],[47.324615,f],[50.789764,o],[53.659882,r],[56.297333,cancel],[57.439056,t],[59.984161,u],[63.179840,n],[64.399719,a],[65.960632,t],[67.117798,e],[69.306213,cancel],[71.134888,cancel],[73.563171,done]"
